BuildingClass,StreetSize,LotArea,BuildingType,OverallCondition,YearRemodeled,LivingAreaSize,Bathroom,Bedroom,Kitchen,TotalRooms,Fireplaces,GarageCars,GarageArea,SaleCondition,SalePrice
50.0,52.0,5720.0,1Family,6.0,1950.0,1131.0,1.0,3.0,1.0,5.0,0.0,1.0,200.0,Abnormal,66500
60.0,75.0,9000.0,1Family,5.0,2007.0,2610.0,2.0,4.0,1.0,11.0,1.0,2.0,550.0,Partial,303477
20.0,94.0,25286.0,1Family,5.0,1963.0,1040.0,1.0,3.0,1.0,5.0,0.0,2.0,648.0,Normal,132250
60.0,74.0,8834.0,1Family,5.0,2005.0,2224.0,2.0,4.0,1.0,10.0,1.0,,738.0,,350000
85.0,88.0,11782.0,1Family,7.0,1995.0,1155.0,1.0,3.0,1.0,6.0,0.0,,576.0,Normal,148000
20.0,,7000.0,1Family,8.0,2005.0,864.0,1.0,3.0,1.0,6.0,0.0,1.0,336.0,Normal,136500
20.0,60.0,7024.0,1Family,5.0,2006.0,1090.0,1.0,2.0,1.0,5.0,0.0,2.0,,Normal,157000
50.0,44.0,13758.0,1Family,5.0,1991.0,1717.0,2.0,3.0,1.0,7.0,1.0,2.0,400.0,Normal,187500
60.0,,9636.0,1Family,5.0,1993.0,1593.0,2.0,3.0,1.0,7.0,1.0,2.0,389.0,Normal,178000
75.0,60.0,6204.0,1Family,5.0,1950.0,2230.0,1.0,5.0,,10.0,0.0,1.0,440.0,Normal,118500
20.0,65.0,7150.0,1Family,5.0,1967.0,892.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Normal,100000
120.0,50.0,5119.0,Townhouse,5.0,2000.0,1709.0,2.0,2.0,1.0,5.0,1.0,2.0,,Abnormal,328900
90.0,70.0,8393.0,Duplex,5.0,2005.0,1712.0,2.0,4.0,2.0,8.0,0.0,2.0,588.0,Partial,145000
50.0,59.0,16466.0,1Family,7.0,1955.0,1393.0,1.0,3.0,1.0,8.0,0.0,1.0,300.0,Normal,135500
20.0,95.0,15865.0,1Family,6.0,1970.0,2217.0,2.0,4.0,1.0,8.0,1.0,2.0,621.0,Normal,268000
20.0,128.0,12160.0,1Family,4.0,1953.0,1505.0,1.0,2.0,1.0,6.0,1.0,2.0,505.0,Normal,149500
50.0,60.0,,1Family,7.0,2006.0,,,3.0,1.0,6.0,1.0,2.0,576.0,Normal,122900
60.0,70.0,,1Family,5.0,1978.0,1683.0,2.0,3.0,1.0,7.0,1.0,2.0,440.0,Normal,172500
20.0,70.0,8414.0,1Family,8.0,2003.0,1068.0,1.0,3.0,1.0,,,1.0,264.0,Normal,154500
20.0,,13284.0,1Family,5.0,1954.0,1383.0,1.0,3.0,1.0,6.0,1.0,1.0,354.0,Normal,165000
90.0,64.0,7018.0,Duplex,5.0,1979.0,1535.0,2.0,4.0,2.0,8.0,0.0,2.0,400.0,Normal,118858
60.0,71.0,7056.0,1Family,5.0,1963.0,,1.0,4.0,,,1.0,2.0,483.0,Normal,140000
30.0,50.0,8765.0,1Family,,1950.0,951.0,1.0,2.0,1.0,6.0,0.0,1.0,327.0,Abnormal,106500
90.0,64.0,7018.0,Duplex,5.0,1979.0,2240.0,2.0,6.0,2.0,12.0,0.0,2.0,528.0,Normal,142953
20.0,100.0,12919.0,1Family,5.0,2010.0,2364.0,2.0,2.0,1.0,11.0,2.0,3.0,820.0,Partial,611657
20.0,65.0,6993.0,1Family,7.0,1994.0,1236.0,1.0,3.0,1.0,6.0,1.0,1.0,,Normal,135000
20.0,,7340.0,1Family,6.0,1971.0,858.0,1.0,2.0,1.0,4.0,0.0,1.0,684.0,Normal,110000
20.0,64.0,8712.0,1Family,7.0,2000.0,1306.0,1.0,2.0,1.0,5.0,0.0,1.0,756.0,Normal,153000
60.0,63.0,7875.0,1Family,5.0,2003.0,1509.0,2.0,3.0,1.0,8.0,,2.0,393.0,Normal,180000
20.0,,14859.0,1Family,5.0,2006.0,1670.0,2.0,3.0,1.0,7.0,1.0,3.0,,Partial,240000
20.0,,6173.0,1Family,6.0,1967.0,902.0,1.0,3.0,1.0,6.0,0.0,1.0,288.0,Normal,125500
20.0,80.0,9920.0,1Family,5.0,1954.0,1063.0,1.0,3.0,1.0,6.0,0.0,1.0,280.0,Normal,128000
20.0,116.0,13501.0,1Family,5.0,2006.0,1636.0,2.0,3.0,1.0,8.0,1.0,3.0,,Normal,255000
,86.0,11500.0,1Family,7.0,1987.0,2057.0,1.0,,1.0,6.0,1.0,1.0,180.0,Normal,250000
20.0,,8885.0,1Family,5.0,1983.0,902.0,1.0,2.0,1.0,5.0,0.0,2.0,484.0,Normal,131000
60.0,149.0,12589.0,1Family,5.0,2005.0,1484.0,2.0,3.0,1.0,8.0,1.0,,390.0,Normal,174000
90.0,80.0,11600.0,Duplex,5.0,1960.0,2274.0,2.0,5.0,2.0,12.0,0.0,2.0,480.0,Normal,154300
20.0,,9286.0,1Family,7.0,1989.0,1268.0,1.0,3.0,1.0,5.0,0.0,1.0,252.0,,143500
30.0,51.0,6120.0,1Family,7.0,1950.0,1015.0,1.0,3.0,1.0,,0.0,,450.0,Abnormal,88000
90.0,82.0,6270.0,Duplex,6.0,1950.0,2002.0,2.0,4.0,2.0,8.0,0.0,3.0,871.0,Normal,145000
160.0,30.0,3000.0,Townhouse,5.0,2009.0,1224.0,2.0,2.0,1.0,4.0,0.0,2.0,528.0,,173733
160.0,21.0,,Townhouse,5.0,1970.0,1092.0,1.0,3.0,1.0,6.0,0.0,1.0,286.0,Normal,75000
20.0,50.0,9000.0,1Family,3.0,1950.0,480.0,0.0,1.0,1.0,4.0,0.0,1.0,308.0,Abnormal,35311
20.0,,17140.0,1Family,6.0,1956.0,1229.0,1.0,3.0,1.0,,0.0,1.0,284.0,Normal,135000
60.0,103.0,13125.0,1Family,5.0,1991.0,2127.0,2.0,4.0,1.0,8.0,1.0,3.0,833.0,Normal,238000
20.0,87.0,11029.0,1Family,8.0,2002.0,1414.0,1.0,3.0,1.0,6.0,1.0,2.0,,Normal,176500
60.0,70.0,8462.0,1Family,5.0,1994.0,1721.0,2.0,3.0,1.0,7.0,0.0,2.0,471.0,,201000
,67.0,8777.0,Duplex,7.0,2003.0,2200.0,2.0,4.0,2.0,9.0,0.0,0.0,0.0,Normal,145900
20.0,65.0,10237.0,1Family,5.0,2006.0,1316.0,2.0,3.0,1.0,6.0,1.0,2.0,397.0,Partial,169990
120.0,50.0,8012.0,Townhouse,5.0,1994.0,1617.0,2.0,2.0,1.0,5.0,1.0,2.0,533.0,Normal,193000
20.0,79.0,10240.0,1Family,6.0,1980.0,1686.0,2.0,3.0,1.0,7.0,1.0,2.0,612.0,Normal,207500
20.0,,15611.0,1Family,6.0,1977.0,1126.0,2.0,3.0,1.0,6.0,0.0,2.0,540.0,Abnormal,175000
60.0,93.0,11999.0,1Family,5.0,2004.0,2374.0,2.0,4.0,1.0,10.0,1.0,3.0,656.0,Normal,285000
,,9900.0,1Family,5.0,1968.0,1978.0,2.0,4.0,1.0,9.0,1.0,,486.0,Normal,176000
20.0,,11838.0,1Family,5.0,2001.0,1788.0,2.0,3.0,1.0,7.0,1.0,2.0,522.0,Normal,236500
60.0,,13006.0,1Family,5.0,1997.0,2236.0,2.0,4.0,1.0,8.0,1.0,2.0,642.0,Normal,222000
20.0,73.0,8925.0,1Family,5.0,2007.0,1466.0,2.0,3.0,1.0,7.0,0.0,3.0,610.0,Normal,201000
20.0,70.0,9100.0,1Family,6.0,1965.0,925.0,1.0,2.0,1.0,5.0,0.0,1.0,429.0,,117500
,84.0,11670.0,1Family,5.0,2006.0,1905.0,2.0,3.0,1.0,8.0,1.0,3.0,788.0,Normal,320000
20.0,63.0,8487.0,1Family,5.0,2004.0,1500.0,2.0,3.0,1.0,6.0,0.0,2.0,570.0,Normal,190000
20.0,313.0,,1Family,7.0,2007.0,2069.0,,4.0,1.0,9.0,1.0,2.0,505.0,Normal,242000
30.0,52.0,5825.0,1Family,5.0,1953.0,747.0,1.0,1.0,1.0,5.0,0.0,2.0,528.0,Normal,79900
20.0,67.0,10083.0,1Family,5.0,2003.0,1200.0,2.0,2.0,1.0,5.0,0.0,,555.0,Normal,184900
60.0,75.0,9675.0,1Family,5.0,2005.0,1971.0,2.0,3.0,1.0,8.0,1.0,2.0,689.0,Normal,253000
60.0,73.0,8760.0,1Family,5.0,2006.0,1962.0,2.0,3.0,,7.0,0.0,3.0,868.0,Partial,239799
70.0,,24090.0,1Family,7.0,1950.0,2403.0,2.0,4.0,1.0,,2.0,1.0,349.0,Normal,244400
90.0,55.0,12640.0,Duplex,5.0,1976.0,1728.0,2.0,4.0,2.0,8.0,0.0,2.0,574.0,,150900
60.0,,8755.0,1Family,5.0,1999.0,,,,1.0,8.0,1.0,,390.0,Normal,214000
,42.0,7711.0,Duplex,3.0,1977.0,1440.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0,,150000
90.0,100.0,25000.0,Duplex,4.0,1967.0,1632.0,2.0,4.0,2.0,8.0,0.0,2.0,576.0,Normal,143000
20.0,,,1Family,6.0,,1344.0,1.0,3.0,1.0,7.0,1.0,2.0,525.0,Abnormal,137500
50.0,98.0,8820.0,1Family,6.0,1996.0,1869.0,1.0,2.0,1.0,,0.0,2.0,456.0,Normal,124900
80.0,70.0,8163.0,1Family,6.0,1959.0,,1.0,3.0,1.0,6.0,1.0,1.0,796.0,Normal,143000
20.0,85.0,14536.0,1Family,5.0,2003.0,1629.0,2.0,3.0,1.0,9.0,1.0,3.0,808.0,Normal,270000
60.0,65.0,14006.0,1Family,5.0,2002.0,1776.0,2.0,3.0,1.0,7.0,1.0,2.0,474.0,Normal,192500
20.0,78.0,9360.0,1Family,7.0,2006.0,1381.0,1.0,3.0,1.0,5.0,1.0,2.0,676.0,Normal,197500
20.0,60.0,7200.0,1Family,8.0,2002.0,864.0,1.0,3.0,1.0,5.0,0.0,2.0,720.0,Normal,129000
20.0,60.0,7800.0,1Family,5.0,1965.0,965.0,1.0,3.0,1.0,6.0,0.0,1.0,300.0,,119900
85.0,60.0,7200.0,1Family,8.0,2003.0,768.0,1.0,2.0,1.0,5.0,0.0,1.0,396.0,Normal,133900
60.0,,11075.0,1Family,4.0,1969.0,,2.0,4.0,1.0,7.0,1.0,2.0,530.0,Normal,172000
90.0,35.0,9400.0,Duplex,5.0,1975.0,980.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,Abnormal,127500
90.0,82.0,7136.0,Duplex,6.0,1950.0,1958.0,2.0,4.0,,8.0,0.0,2.0,492.0,,145000
160.0,24.0,1300.0,,6.0,1980.0,1229.0,1.0,2.0,1.0,5.0,1.0,2.0,462.0,,124000
20.0,70.0,7420.0,,5.0,1962.0,1057.0,1.0,3.0,1.0,6.0,0.0,2.0,576.0,Normal,132000
,65.0,8450.0,1Family,5.0,2003.0,1337.0,2.0,3.0,,6.0,0.0,2.0,531.0,Normal,185000
160.0,24.0,2572.0,Townhouse,5.0,1999.0,1416.0,2.0,3.0,1.0,6.0,0.0,2.0,484.0,Normal,155000
20.0,50.0,7207.0,1Family,7.0,2008.0,858.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Normal,116500
60.0,,12227.0,1Family,7.0,1995.0,2872.0,2.0,4.0,1.0,11.0,1.0,,619.0,Normal,272000
160.0,24.0,2308.0,Townhouse,6.0,1976.0,1548.0,2.0,3.0,1.0,7.0,1.0,,440.0,Normal,155000
20.0,122.0,11923.0,1Family,5.0,2007.0,1800.0,2.0,2.0,1.0,7.0,0.0,2.0,702.0,Normal,239000
,80.0,11316.0,1Family,5.0,2003.0,1894.0,2.0,4.0,1.0,,1.0,2.0,510.0,Normal,214900
60.0,65.0,10237.0,1Family,5.0,2007.0,,2.0,3.0,,8.0,1.0,2.0,393.0,,178900
50.0,130.0,9600.0,1Family,7.0,1950.0,1308.0,1.0,2.0,1.0,7.0,2.0,1.0,256.0,Normal,160000
,,7390.0,1Family,7.0,1955.0,1098.0,1.0,3.0,1.0,6.0,0.0,1.0,260.0,Normal,135000
,50.0,5925.0,1Family,6.0,1950.0,,,2.0,1.0,6.0,0.0,,0.0,Abnormal,37900
190.0,75.0,10382.0,2Family,5.0,1958.0,1095.0,1.0,2.0,1.0,6.0,0.0,,264.0,Normal,140000
50.0,60.0,10800.0,1Family,4.0,1950.0,1192.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,Abnormal,135000
160.0,36.0,2268.0,Townhouse,5.0,2004.0,1626.0,2.0,2.0,1.0,6.0,0.0,2.0,474.0,Normal,173000
120.0,55.0,,Townhouse,5.0,1979.0,,2.0,2.0,1.0,5.0,1.0,1.0,264.0,Normal,99500
20.0,95.0,11639.0,1Family,5.0,2008.0,1428.0,2.0,3.0,1.0,6.0,0.0,2.0,,Partial,182000
70.0,60.0,,1Family,8.0,1993.0,2019.0,1.0,3.0,1.0,8.0,0.0,2.0,532.0,Normal,167500
160.0,,2651.0,Townhouse,5.0,2000.0,1382.0,2.0,3.0,,,0.0,2.0,490.0,Normal,165000
30.0,51.0,5900.0,1Family,7.0,1958.0,869.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Normal,85500
120.0,35.0,4274.0,Townhouse,5.0,2007.0,,1.0,1.0,1.0,4.0,0.0,2.0,569.0,Partial,199900
20.0,68.0,9450.0,1Family,5.0,1954.0,894.0,1.0,3.0,1.0,5.0,0.0,2.0,400.0,Abnormal,110000
20.0,80.0,8816.0,1Family,6.0,1963.0,1121.0,1.0,3.0,1.0,5.0,0.0,2.0,480.0,Normal,139000
85.0,,12122.0,1Family,9.0,2007.0,999.0,1.0,3.0,1.0,6.0,0.0,2.0,588.0,Normal,178400
60.0,98.0,12203.0,1Family,5.0,1999.0,2612.0,2.0,4.0,1.0,8.0,1.0,3.0,,Normal,336000
20.0,43.0,3182.0,1Family,5.0,2007.0,,2.0,2.0,1.0,6.0,1.0,2.0,388.0,Normal,159895
60.0,,11250.0,,5.0,2002.0,2290.0,2.0,4.0,1.0,9.0,1.0,2.0,779.0,Normal,255900
90.0,75.0,10125.0,Duplex,5.0,1977.0,1734.0,2.0,4.0,2.0,8.0,0.0,2.0,539.0,Normal,126000
190.0,68.0,10880.0,2Family,5.0,1950.0,1164.0,1.0,3.0,1.0,5.0,0.0,1.0,240.0,Normal,125000
50.0,59.0,5310.0,1Family,8.0,2003.0,1635.0,1.0,2.0,1.0,5.0,0.0,1.0,255.0,Normal,117000
20.0,83.0,10159.0,1Family,5.0,2010.0,1940.0,2.0,3.0,1.0,8.0,1.0,3.0,606.0,,395192
60.0,,12046.0,1Family,6.0,1976.0,2030.0,2.0,4.0,1.0,8.0,1.0,2.0,551.0,Normal,195000
60.0,65.0,8125.0,1Family,5.0,2006.0,1576.0,2.0,3.0,1.0,6.0,0.0,2.0,614.0,Partial,197000
60.0,82.0,9452.0,1Family,,1998.0,2392.0,2.0,3.0,1.0,7.0,1.0,3.0,870.0,Normal,348000
70.0,121.0,17671.0,1Family,9.0,1986.0,1742.0,1.0,4.0,1.0,8.0,1.0,2.0,424.0,Normal,168000
60.0,80.0,9760.0,1Family,8.0,1993.0,1851.0,2.0,3.0,1.0,7.0,1.0,2.0,440.0,Normal,187000
60.0,68.0,8846.0,1Family,5.0,2006.0,1500.0,2.0,3.0,1.0,6.0,0.0,2.0,564.0,Partial,173900
20.0,96.0,12456.0,1Family,5.0,2007.0,1718.0,2.0,3.0,1.0,7.0,1.0,3.0,786.0,Normal,337500
50.0,51.0,4712.0,1Family,7.0,1950.0,1230.0,1.0,3.0,1.0,5.0,0.0,1.0,305.0,Abnormal,121600
20.0,,10659.0,1Family,6.0,1961.0,1050.0,1.0,3.0,1.0,6.0,0.0,1.0,368.0,Normal,136500
20.0,,11717.0,1Family,6.0,1970.0,1442.0,2.0,2.0,,6.0,1.0,2.0,615.0,Normal,185000
30.0,60.0,9786.0,1Family,4.0,1950.0,,1.0,3.0,1.0,6.0,1.0,1.0,210.0,Normal,91000
20.0,64.0,6762.0,1Family,5.0,2006.0,1208.0,2.0,2.0,1.0,6.0,0.0,2.0,632.0,Normal,206000
20.0,74.0,10206.0,1Family,3.0,1952.0,944.0,1.0,2.0,1.0,4.0,0.0,2.0,528.0,Normal,82000
30.0,60.0,5400.0,1Family,6.0,1950.0,691.0,1.0,2.0,1.0,4.0,0.0,1.0,216.0,Abnormal,86000
20.0,75.0,11957.0,1Family,,2006.0,1574.0,2.0,3.0,1.0,7.0,1.0,3.0,824.0,Normal,232000
90.0,,11500.0,Duplex,6.0,1976.0,1680.0,2.0,4.0,2.0,8.0,0.0,2.0,528.0,Normal,136905
,43.0,3182.0,Townhouse,5.0,2006.0,1504.0,2.0,1.0,1.0,7.0,1.0,2.0,457.0,Normal,181000
80.0,65.0,8385.0,1Family,8.0,1977.0,985.0,2.0,3.0,1.0,6.0,0.0,1.0,328.0,Normal,149900
20.0,,12155.0,1Family,3.0,1970.0,1657.0,2.0,3.0,1.0,7.0,1.0,2.0,484.0,Normal,163500
160.0,21.0,2217.0,Townhouse,4.0,1970.0,1092.0,1.0,3.0,1.0,6.0,0.0,1.0,286.0,Normal,88000
20.0,43.0,12118.0,1Family,5.0,2005.0,,2.0,3.0,1.0,7.0,1.0,2.0,550.0,Normal,240000
50.0,,6000.0,1Family,5.0,1950.0,1522.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,Normal,102000
50.0,,21286.0,1Family,5.0,1950.0,1271.0,2.0,4.0,,7.0,1.0,1.0,312.0,Normal,135000
90.0,75.0,9825.0,Duplex,5.0,1965.0,1664.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0,Normal,100000
70.0,55.0,10592.0,1Family,7.0,1996.0,1502.0,1.0,3.0,1.0,7.0,2.0,1.0,180.0,Normal,165000
30.0,60.0,7200.0,1Family,4.0,2006.0,1022.0,1.0,2.0,1.0,4.0,0.0,1.0,280.0,Normal,85000
20.0,60.0,11664.0,1Family,5.0,1950.0,1082.0,1.0,2.0,,5.0,1.0,1.0,240.0,Normal,119200
60.0,70.0,8400.0,1Family,6.0,2001.0,1665.0,2.0,3.0,1.0,6.0,0.0,2.0,,Normal,227000
20.0,73.0,11883.0,1Family,5.0,1996.0,,2.0,3.0,1.0,6.0,1.0,2.0,478.0,Normal,203000
120.0,,5814.0,Townhouse,5.0,1984.0,1360.0,1.0,1.0,1.0,4.0,1.0,2.0,565.0,Abnormal,187500
80.0,,10784.0,1Family,5.0,1992.0,1472.0,,3.0,,7.0,1.0,2.0,402.0,Normal,160000
120.0,43.0,3013.0,Townhouse,5.0,,1506.0,2.0,2.0,1.0,6.0,1.0,2.0,440.0,Normal,213490
20.0,60.0,7024.0,1Family,5.0,,1132.0,1.0,2.0,1.0,5.0,0.0,2.0,451.0,Normal,176000
20.0,64.0,7406.0,1Family,5.0,2006.0,1220.0,2.0,2.0,1.0,6.0,0.0,2.0,632.0,Partial,194000
50.0,52.0,,,5.0,1950.0,1248.0,1.0,2.0,1.0,6.0,0.0,1.0,160.0,Normal,87000
120.0,43.0,3182.0,Townhouse,5.0,2006.0,,2.0,,1.0,7.0,1.0,2.0,437.0,,191000
,,15498.0,1Family,6.0,1976.0,2898.0,,2.0,1.0,,1.0,2.0,665.0,Abnormal,287000
20.0,70.0,7700.0,1Family,5.0,1972.0,882.0,1.0,3.0,1.0,5.0,0.0,2.0,461.0,,112500
20.0,73.0,9300.0,1Family,5.0,1960.0,1264.0,,3.0,1.0,6.0,2.0,2.0,461.0,Normal,167500
20.0,71.0,9520.0,1Family,5.0,2008.0,1646.0,,3.0,1.0,7.0,,3.0,800.0,Partial,293077
50.0,79.0,9492.0,1Family,5.0,1950.0,1376.0,1.0,3.0,1.0,6.0,1.0,1.0,240.0,Normal,105000
160.0,,1680.0,Townhouse,7.0,1972.0,1218.0,1.0,3.0,1.0,7.0,0.0,,264.0,Normal,118000
190.0,,7082.0,2Family,8.0,1995.0,1928.0,2.0,5.0,2.0,10.0,0.0,0.0,0.0,Normal,160000
75.0,102.0,15863.0,1Family,3.0,1970.0,3082.0,2.0,5.0,1.0,12.0,2.0,2.0,672.0,Normal,197000
60.0,,14541.0,1Family,7.0,1993.0,2520.0,,5.0,1.0,10.0,1.0,3.0,796.0,Abnormal,310000
20.0,,8125.0,,5.0,2002.0,1654.0,2.0,3.0,1.0,6.0,0.0,3.0,900.0,Normal,230000
30.0,50.0,6305.0,1Family,7.0,1950.0,954.0,1.0,2.0,1.0,5.0,1.0,1.0,240.0,Normal,119750
20.0,,11500.0,1Family,3.0,1957.0,845.0,1.0,3.0,1.0,5.0,0.0,1.0,290.0,Normal,84000
20.0,89.0,,1Family,5.0,2008.0,1620.0,2.0,2.0,1.0,6.0,1.0,3.0,912.0,Normal,315500
,,9240.0,1Family,5.0,2002.0,2263.0,2.0,3.0,1.0,7.0,1.0,2.0,905.0,Normal,287000
160.0,21.0,1533.0,Townhouse,6.0,2008.0,1344.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0,Normal,97000
180.0,21.0,1477.0,Townhouse,4.0,1970.0,630.0,1.0,1.0,1.0,3.0,0.0,1.0,286.0,Normal,80000
20.0,88.0,13125.0,1Family,4.0,2000.0,1803.0,2.0,3.0,1.0,8.0,,2.0,484.0,Normal,155000
60.0,,9130.0,1Family,8.0,2000.0,1632.0,1.0,4.0,1.0,7.0,0.0,2.0,484.0,Normal,173000
120.0,34.0,5381.0,Townhouse,5.0,2005.0,1306.0,2.0,1.0,1.0,5.0,1.0,2.0,624.0,Normal,196000
60.0,86.0,11839.0,1Family,5.0,,2329.0,2.0,4.0,1.0,10.0,1.0,2.0,514.0,Normal,262280
20.0,80.0,,1Family,5.0,1981.0,2524.0,2.0,4.0,1.0,9.0,1.0,2.0,542.0,Normal,278000
20.0,,13680.0,1Family,5.0,1955.0,1733.0,2.0,4.0,1.0,8.0,1.0,2.0,,Normal,139600
60.0,,16056.0,1Family,5.0,2006.0,2868.0,3.0,4.0,,11.0,1.0,,716.0,Partial,556581
20.0,57.0,,1Family,5.0,1995.0,,1.0,3.0,1.0,5.0,0.0,2.0,672.0,Normal,145000
20.0,100.0,21750.0,1Family,4.0,2006.0,1771.0,1.0,3.0,1.0,9.0,1.0,2.0,336.0,Normal,115000
20.0,60.0,11100.0,1Family,7.0,2006.0,930.0,1.0,2.0,1.0,6.0,0.0,1.0,308.0,Abnormal,84900
20.0,73.0,8993.0,1Family,5.0,2007.0,1302.0,2.0,,1.0,6.0,0.0,,436.0,Partial,176485
20.0,103.0,11175.0,1Family,5.0,2007.0,1316.0,2.0,3.0,1.0,,1.0,2.0,440.0,Partial,200141
60.0,100.0,9500.0,1Family,6.0,1978.0,1977.0,1.0,4.0,,9.0,,2.0,540.0,Normal,165000
20.0,68.0,8562.0,,6.0,2002.0,1526.0,1.0,4.0,1.0,7.0,1.0,1.0,364.0,Normal,144500
60.0,90.0,11367.0,1Family,5.0,2002.0,1989.0,2.0,3.0,,7.0,1.0,2.0,586.0,Normal,255000
20.0,104.0,11361.0,1Family,5.0,1976.0,1523.0,2.0,3.0,1.0,,1.0,2.0,478.0,Abnormal,180000
120.0,43.0,7052.0,Townhouse,5.0,2005.0,1364.0,2.0,2.0,1.0,6.0,1.0,2.0,484.0,Normal,185850
60.0,,29959.0,1Family,6.0,1994.0,1850.0,2.0,3.0,1.0,7.0,1.0,2.0,467.0,Normal,248000
60.0,96.0,11308.0,1Family,5.0,2008.0,2184.0,2.0,3.0,1.0,10.0,1.0,3.0,836.0,,335000
50.0,,11275.0,1Family,7.0,1950.0,1991.0,1.0,3.0,1.0,7.0,1.0,2.0,432.0,Normal,220000
120.0,41.0,4920.0,Townhouse,5.0,2001.0,1338.0,2.0,2.0,1.0,6.0,0.0,2.0,582.0,Normal,213500
30.0,120.0,,1Family,4.0,1950.0,894.0,1.0,2.0,1.0,6.0,0.0,3.0,,Normal,81000
190.0,85.0,13600.0,2Family,5.0,1950.0,2337.0,2.0,5.0,2.0,10.0,0.0,2.0,560.0,Normal,90000
30.0,50.0,6000.0,1Family,6.0,1980.0,1103.0,1.0,2.0,1.0,5.0,1.0,2.0,440.0,Normal,110500
20.0,,11000.0,1Family,6.0,1966.0,1154.0,1.0,3.0,1.0,6.0,1.0,2.0,480.0,Normal,154000
60.0,80.0,14000.0,1Family,5.0,1997.0,2260.0,2.0,3.0,1.0,7.0,0.0,2.0,,Normal,328000
60.0,59.0,7837.0,1Family,7.0,1994.0,1571.0,2.0,3.0,1.0,7.0,1.0,2.0,380.0,Normal,178000
60.0,80.0,9760.0,1Family,6.0,1964.0,1611.0,1.0,4.0,1.0,7.0,0.0,2.0,442.0,Normal,167900
160.0,42.0,3964.0,Townhouse,4.0,1973.0,2521.0,2.0,,1.0,10.0,1.0,2.0,576.0,Normal,151400
45.0,60.0,9600.0,1Family,7.0,2003.0,893.0,1.0,2.0,1.0,4.0,0.0,2.0,576.0,Normal,135000
20.0,72.0,10152.0,1Family,5.0,1956.0,1048.0,1.0,,1.0,6.0,,1.0,286.0,Normal,135000
60.0,78.0,11700.0,1Family,6.0,1968.0,1556.0,1.0,4.0,1.0,8.0,0.0,2.0,441.0,Normal,154000
50.0,50.0,7585.0,1Family,3.0,1950.0,1456.0,1.0,4.0,1.0,7.0,1.0,1.0,280.0,Normal,91500
60.0,75.0,7950.0,1Family,6.0,1977.0,1426.0,1.0,3.0,1.0,6.0,0.0,2.0,440.0,Normal,159500
20.0,74.0,8556.0,,5.0,2006.0,,2.0,2.0,1.0,5.0,0.0,3.0,826.0,Normal,194000
70.0,75.0,13125.0,1Family,6.0,1984.0,1740.0,1.0,3.0,1.0,6.0,2.0,1.0,240.0,Normal,219500
50.0,60.0,10800.0,1Family,,1989.0,1466.0,2.0,3.0,1.0,7.0,1.0,2.0,566.0,Normal,170000
20.0,,15870.0,1Family,5.0,1969.0,1096.0,1.0,3.0,1.0,6.0,0.0,1.0,299.0,Abnormal,138800
120.0,37.0,4435.0,Townhouse,5.0,2004.0,848.0,1.0,1.0,1.0,3.0,1.0,2.0,420.0,Normal,155900
,65.0,8775.0,1Family,5.0,1994.0,990.0,1.0,3.0,1.0,5.0,,1.0,299.0,Normal,126000
20.0,80.0,11040.0,1Family,7.0,2004.0,1258.0,,3.0,1.0,5.0,0.0,2.0,528.0,Abnormal,145000
,75.0,7500.0,1Family,5.0,1963.0,1040.0,1.0,3.0,1.0,5.0,,1.0,,,133000
20.0,70.0,8749.0,1Family,5.0,2002.0,1459.0,2.0,3.0,1.0,6.0,1.0,2.0,527.0,Normal,192000
20.0,80.0,8800.0,1Family,6.0,1964.0,1251.0,1.0,3.0,1.0,6.0,2.0,1.0,461.0,Normal,160000
60.0,,13031.0,1Family,5.0,1996.0,1498.0,2.0,3.0,1.0,6.0,1.0,2.0,409.0,Normal,187500
85.0,73.0,9069.0,1Family,,1992.0,,1.0,2.0,1.0,5.0,0.0,2.0,564.0,Normal,147000
160.0,,1974.0,Townhouse,5.0,1973.0,1092.0,1.0,3.0,,6.0,0.0,1.0,286.0,Normal,83500
60.0,85.0,10574.0,1Family,5.0,2006.0,1953.0,2.0,3.0,1.0,9.0,1.0,3.0,1043.0,Normal,252000
160.0,24.0,2522.0,Townhouse,5.0,2004.0,1709.0,2.0,3.0,1.0,7.0,0.0,2.0,380.0,Normal,137500
120.0,37.0,3316.0,Townhouse,5.0,2005.0,1247.0,1.0,1.0,1.0,4.0,1.0,2.0,550.0,Normal,197000
90.0,60.0,8544.0,Duplex,4.0,1950.0,1040.0,2.0,2.0,2.0,6.0,0.0,2.0,400.0,Normal,92900
160.0,24.0,2160.0,Townhouse,5.0,2000.0,1252.0,2.0,2.0,1.0,4.0,0.0,2.0,462.0,,160000
50.0,60.0,,1Family,5.0,1950.0,1694.0,2.0,4.0,1.0,7.0,,2.0,576.0,Normal,136500
